Monthly_Income_M,Credit_Score,Loan_Amount_M,Work_Experience_Years,Has_Prior_Default,DTI_Ratio,Approved
36.3,771,263,4.9,0,0.254,1
67.6,556,154,5.4,0,0.08,1
15.7,643,190,4.6,0,0.424,0
47.1,682,40,7.4,0,0.03,1
61.6,514,437,3.3,0,0.248,1
59.0,599,435,6.6,0,0.258,1
114.2,612,148,0.8,0,0.045,1
62.7,602,235,1.9,0,0.131,1
32.9,686,271,10.8,0,0.288,1
52.9,656,154,14.0,0,0.102,1
15.9,623,67,4.6,0,0.147,1
53.2,706,237,0.2,0,0.156,1
36.7,816,225,15.7,0,0.215,1
75.1,809,217,7.3,1,0.101,0
42.9,507,284,3.2,0,0.232,0
52.4,719,417,5.5,0,0.279,1
41.0,655,227,3.4,0,0.194,1
93.3,683,279,3.8,1,0.105,0
47.9,636,340,13.1,0,0.248,1
95.3,680,321,1.1,0,0.118,1
72.9,683,192,0.7,1,0.092,0
65.6,621,271,0.0,0,0.145,1
63.1,594,320,2.3,0,0.177,1
63.7,632,136,1.0,0,0.075,1
15.0,690,399,1.5,0,0.931,0
48.9,721,417,0.1,0,0.298,1
73.6,743,180,1.5,0,0.086,1
53.9,628,281,2.4,0,0.182,1
24.1,694,331,0.2,0,0.481,0
53.8,752,200,5.6,0,0.13,1
92.5,769,313,5.0,0,0.118,1
82.4,665,278,0.6,0,0.118,1
53.6,651,99,5.4,0,0.065,1
75.9,686,311,35.0,0,0.143,1
46.9,572,139,17.3,0,0.104,1
17.5,654,363,0.0,0,0.726,0
34.7,733,186,9.5,0,0.188,1
89.4,725,242,2.6,1,0.095,0
49.0,647,411,0.4,0,0.294,1
49.6,689,315,2.1,0,0.222,1
48.4,600,141,2.3,0,0.102,1
96.9,730,148,4.4,0,0.053,1
90.8,663,194,6.5,0,0.075,1
103.8,647,303,8.3,1,0.102,0
51.5,639,299,1.7,0,0.203,1
61.5,665,167,2.3,1,0.095,0
21.6,632,132,2.2,1,0.214,0
87.5,726,291,2.7,0,0.116,1
29.3,636,240,35.0,0,0.287,1
59.8,805,497,9.0,0,0.291,1
30.9,795,264,22.1,0,0.299,1
42.0,594,460,7.1,0,0.383,1
36.6,676,131,3.1,0,0.125,1
41.6,615,87,3.0,0,0.073,1
43.1,642,137,4.0,0,0.111,1
42.9,840,391,3.2,0,0.319,1
73.3,644,453,10.6,0,0.216,1
30.7,701,174,3.8,1,0.198,0
59.9,716,209,2.1,0,0.122,1
81.8,585,131,8.9,0,0.056,1
43.7,597,61,11.6,0,0.049,1
39.2,567,339,3.3,0,0.303,0
49.9,595,285,6.6,1,0.2,0
81.0,428,261,0.4,0,0.113,1
59.3,716,106,4.5,0,0.063,1
43.3,845,440,0.3,0,0.356,1
65.6,683,205,0.2,0,0.109,1
30.7,550,319,5.7,0,0.364,0
70.0,615,100,2.2,0,0.05,1
64.0,631,239,8.1,0,0.131,1
48.2,584,292,13.6,0,0.212,1
36.6,743,296,0.9,0,0.283,1
35.5,739,277,7.7,0,0.273,1
66.8,572,314,4.3,0,0.165,1
82.0,732,136,0.7,0,0.058,1
41.0,800,282,6.3,0,0.241,1
65.1,832,273,5.6,0,0.147,1
15.0,850,285,4.3,0,0.665,1
42.1,593,268,15.7,0,0.223,1
54.3,850,120,4.4,0,0.077,1
35.0,640,115,27.9,0,0.115,1
34.4,620,40,4.3,0,0.041,1
40.3,698,350,0.7,0,0.304,1
61.4,621,351,3.8,0,0.2,1
50.9,704,353,1.2,0,0.243,1
15.0,558,294,5.5,0,0.686,0
15.0,650,40,7.1,0,0.093,1
41.6,779,147,3.8,0,0.124,1
65.1,665,279,0.6,0,0.15,1
15.0,682,275,3.8,0,0.642,0
44.0,710,235,0.5,0,0.187,1
43.4,770,301,6.9,0,0.243,1
85.5,529,261,9.4,0,0.107,1
46.5,720,273,19.7,0,0.205,1
63.4,647,190,1.0,0,0.105,1
58.1,684,368,4.6,0,0.222,1
15.0,760,213,5.0,0,0.497,1
71.9,568,114,15.3,0,0.055,1
59.7,584,175,5.9,0,0.103,1
66.2,505,222,0.9,0,0.117,1
141.4,623,369,3.4,0,0.091,1
15.0,783,255,6.4,0,0.595,1
92.9,660,240,7.2,0,0.09,1
48.7,556,123,11.9,0,0.088,1
61.3,629,346,1.2,0,0.198,1
54.0,544,188,18.2,0,0.122,1
45.7,574,249,0.4,1,0.191,0
42.5,703,423,24.7,0,0.348,1
62.2,570,316,11.7,0,0.178,1
21.6,765,81,6.5,0,0.131,1
71.5,664,65,8.0,0,0.032,1
45.8,677,253,0.5,0,0.193,1
30.1,646,127,0.3,0,0.148,1
45.1,736,331,0.6,0,0.257,1
82.7,737,265,0.5,0,0.112,1
43.2,698,278,4.8,0,0.225,1
62.9,718,182,1.5,0,0.101,1
38.9,652,452,11.8,0,0.407,1
71.7,716,573,3.5,0,0.28,1
70.1,641,229,7.1,0,0.114,1
95.7,670,299,6.3,0,0.109,1
51.1,647,271,2.3,0,0.186,1
69.7,631,231,1.7,0,0.116,1
57.2,611,168,2.5,0,0.103,1
83.5,710,141,9.6,1,0.059,0
39.2,781,135,5.3,0,0.121,1
71.4,770,305,1.8,0,0.15,1
50.7,563,203,10.2,0,0.14,1
53.6,780,40,0.3,0,0.026,1
57.0,643,309,7.2,0,0.19,1
60.5,721,256,3.5,0,0.148,1
52.4,593,408,7.9,0,0.273,1
59.7,682,301,15.7,0,0.176,1
89.7,697,97,8.3,0,0.038,1
76.7,544,40,3.5,0,0.018,1
74.1,722,181,1.0,0,0.085,1
45.0,784,191,9.9,0,0.149,1
35.4,655,364,3.7,0,0.36,1
76.0,786,259,0.5,0,0.119,1
74.3,654,385,7.6,0,0.181,1
87.4,742,114,2.1,0,0.046,1
41.7,481,366,0.3,0,0.307,0
49.9,850,339,14.0,0,0.238,1
18.9,797,40,4.0,0,0.074,1
46.4,646,405,2.0,0,0.305,1
76.9,502,270,7.6,0,0.123,1
44.7,694,303,13.0,0,0.237,1
69.1,547,165,0.0,0,0.084,1
50.8,708,400,7.0,0,0.276,1
62.1,705,130,8.7,0,0.073,1
29.8,590,352,1.4,0,0.413,0
56.9,765,350,4.0,0,0.215,1
15.0,738,153,0.6,0,0.357,1
50.9,753,478,8.2,0,0.329,1
19.1,671,285,11.3,0,0.522,1
81.5,550,332,0.7,0,0.143,1
72.1,753,92,10.2,0,0.045,1
65.3,647,493,8.9,0,0.264,1
88.5,552,125,2.6,0,0.049,1
34.1,785,373,7.0,0,0.383,1
93.4,848,151,0.0,0,0.057,1
75.5,666,192,16.1,0,0.089,1
49.8,850,347,4.8,0,0.244,1
80.0,678,373,5.8,0,0.163,1
30.7,638,120,6.6,0,0.137,1
36.9,616,380,4.9,0,0.36,1
41.6,809,375,11.7,0,0.316,1
43.4,604,157,5.6,0,0.127,1
31.8,732,436,14.3,0,0.48,1
81.9,622,100,5.2,0,0.043,1
49.3,631,191,1.1,0,0.136,1
62.8,758,313,14.7,0,0.174,1
42.5,638,166,6.9,0,0.137,1
15.0,636,289,7.2,0,0.674,0
60.9,766,287,25.4,0,0.165,1
15.0,806,239,0.5,1,0.558,0
53.5,725,352,3.4,0,0.23,1
24.9,614,235,1.6,0,0.33,0
98.7,627,285,6.0,0,0.101,1
75.0,677,386,9.9,0,0.18,1
57.3,697,347,20.3,0,0.212,1
82.8,586,346,3.6,1,0.146,0
36.4,731,134,9.3,1,0.129,0
67.0,677,318,14.9,0,0.166,1
59.4,524,163,6.9,0,0.096,1
60.8,591,119,1.7,0,0.069,1
83.0,627,252,5.6,0,0.106,1
71.1,664,161,21.0,0,0.079,1
61.4,831,347,26.3,0,0.198,1
18.6,690,350,6.2,0,0.659,0
33.9,599,51,13.1,0,0.053,1
52.3,689,169,1.3,0,0.113,1
57.1,640,99,1.7,1,0.061,0
30.1,698,209,18.3,0,0.243,1
108.1,719,310,0.9,0,0.1,1
88.4,773,233,1.3,0,0.092,1
68.2,668,195,3.3,0,0.1,1
56.6,809,403,5.3,0,0.249,1
50.3,747,40,5.6,0,0.028,1
34.1,610,396,2.1,0,0.406,0
56.7,850,200,15.2,0,0.123,1
60.7,698,251,14.8,0,0.145,1
27.7,599,202,3.0,0,0.255,0
62.4,810,430,3.4,0,0.241,1
51.6,847,125,7.3,0,0.085,1
15.0,667,261,6.5,0,0.609,0
36.1,627,318,2.9,0,0.308,1
45.9,655,83,3.2,0,0.063,1
96.5,731,159,2.6,0,0.058,1
67.2,779,244,1.6,0,0.127,1
25.6,718,162,3.7,0,0.221,1
65.7,679,170,7.0,0,0.091,1
21.0,797,222,8.1,0,0.37,1
78.8,643,331,9.1,0,0.147,1
44.6,758,222,2.8,0,0.174,1
52.9,646,379,8.7,0,0.251,1
84.2,707,150,0.0,0,0.062,1
26.7,660,122,3.9,1,0.16,0
24.3,665,472,9.5,0,0.68,0
42.2,638,188,6.0,0,0.156,1
77.8,784,116,3.9,0,0.052,1
21.6,608,68,6.2,1,0.11,0
15.0,607,378,14.2,0,0.882,0
45.1,850,222,5.0,1,0.172,0
67.1,753,232,9.7,0,0.121,1
81.4,467,242,23.7,0,0.104,1
44.8,622,371,7.3,0,0.29,1
45.9,516,240,5.1,0,0.183,1
80.4,589,518,0.2,0,0.225,1
15.0,403,275,2.8,1,0.642,0
46.5,658,377,5.0,0,0.284,1
59.2,573,349,9.6,0,0.206,1
64.9,675,256,3.5,1,0.138,0
43.8,532,195,19.3,0,0.156,1
55.8,677,297,1.9,0,0.186,1
15.0,635,316,8.2,0,0.737,0
40.5,798,197,3.3,0,0.17,1
65.0,790,278,4.0,0,0.15,1
33.4,737,396,9.7,0,0.415,1
56.3,642,488,2.1,0,0.303,1
64.8,839,354,0.6,1,0.191,0
47.5,538,465,4.4,0,0.343,0
58.8,551,191,4.5,0,0.114,1
33.8,663,337,9.6,1,0.349,0
50.5,850,407,20.7,0,0.282,1
68.4,653,161,0.3,0,0.082,1
58.5,654,207,5.4,0,0.124,1
42.1,547,451,6.9,0,0.375,0
59.9,750,153,25.5,0,0.089,1
70.7,751,112,17.1,0,0.055,1
15.0,737,428,7.5,0,0.999,0
80.5,617,392,4.4,0,0.17,1
47.6,610,308,1.1,0,0.226,1
64.4,560,255,2.9,0,0.139,1
81.3,677,212,5.3,1,0.091,0
24.8,578,291,7.8,0,0.411,0
39.4,570,434,6.1,0,0.386,0
48.7,634,286,7.5,0,0.206,1
37.8,628,498,3.4,0,0.461,1
93.2,624,161,7.8,0,0.06,1
36.2,710,258,0.9,0,0.249,1
42.8,677,219,1.1,0,0.179,1
59.5,646,141,1.1,0,0.083,1
28.6,686,243,13.3,0,0.297,1
46.3,586,306,0.5,1,0.231,0
62.0,679,318,9.7,0,0.18,1
47.7,683,499,1.6,0,0.366,1
52.9,542,311,3.8,0,0.206,1
43.4,755,387,14.9,0,0.312,1
21.7,595,267,5.3,0,0.431,0
62.1,678,445,1.4,0,0.251,1
93.6,769,524,2.0,0,0.196,1
55.4,749,318,15.2,0,0.201,1
60.0,673,151,3.3,0,0.088,1
70.2,639,200,5.3,0,0.1,1
27.1,751,291,3.7,0,0.376,1
92.5,727,310,2.9,0,0.117,1
59.5,617,337,1.5,0,0.198,1
90.9,602,311,7.0,0,0.12,1
38.9,494,261,7.6,0,0.235,0
95.0,683,190,1.9,0,0.07,1
72.1,663,304,9.3,0,0.148,1
67.2,767,464,11.6,0,0.242,1
60.1,701,372,15.2,0,0.217,1
49.5,783,319,1.1,0,0.226,1
81.4,611,373,2.2,0,0.16,1
58.1,767,219,11.8,0,0.132,1
15.0,625,204,1.3,0,0.476,0
30.4,736,178,0.0,0,0.205,1
50.9,546,246,12.3,0,0.169,1
61.8,690,214,2.4,0,0.121,1
53.8,501,393,3.2,0,0.256,1
81.8,647,208,3.5,0,0.089,1
15.0,707,172,11.3,0,0.401,1
58.2,626,474,2.5,0,0.285,1
15.0,581,210,13.4,1,0.49,0
71.7,742,277,5.8,0,0.135,1
52.9,661,310,4.5,0,0.205,1
64.2,628,135,2.4,0,0.074,1
36.0,674,396,1.7,0,0.385,1
83.1,850,330,5.9,0,0.139,1
77.9,768,431,3.6,0,0.194,1
67.8,769,185,14.5,0,0.096,1
52.2,707,271,4.1,0,0.182,1
67.8,684,264,4.3,1,0.136,0
39.4,466,289,3.2,0,0.257,0
73.8,612,100,9.3,0,0.047,1
91.3,629,272,3.3,0,0.104,1
78.6,511,103,1.9,0,0.046,1
38.9,572,299,11.9,0,0.269,1
63.0,502,40,5.5,0,0.022,1
26.6,667,56,5.4,0,0.074,1
67.6,740,350,5.7,0,0.181,1
64.9,764,200,7.6,0,0.108,1
15.0,705,151,2.3,0,0.352,1
29.4,588,400,0.2,0,0.476,0
48.8,506,296,10.0,0,0.212,1
48.4,521,356,0.8,0,0.257,0
28.4,562,242,7.7,1,0.298,0
63.6,594,555,0.5,0,0.305,1
60.5,656,194,2.8,0,0.112,1
50.7,584,452,0.4,0,0.312,1
38.4,699,253,4.4,0,0.231,1
78.1,650,78,6.4,0,0.035,1
91.4,671,313,1.1,0,0.12,1
44.4,767,295,2.8,1,0.233,0
41.5,570,144,16.0,1,0.121,0
65.8,706,159,3.5,1,0.085,0
47.1,669,257,9.7,0,0.191,1
51.9,642,298,15.7,1,0.201,0
71.3,745,40,22.0,0,0.02,1
15.0,745,376,13.7,0,0.877,0
84.0,590,206,2.3,1,0.086,0
56.6,655,114,19.7,1,0.07,0
45.9,694,364,10.0,0,0.278,1
53.0,647,257,10.9,0,0.17,1
54.2,720,394,0.1,0,0.254,1
16.9,694,308,18.5,0,0.638,1
87.9,826,260,9.0,0,0.104,1
55.9,540,243,8.8,0,0.152,1
64.7,660,313,0.5,0,0.169,1
75.9,593,215,1.6,0,0.099,1
32.5,721,166,19.7,0,0.179,1
65.4,533,327,4.2,1,0.175,0
49.1,699,244,3.0,0,0.174,1
73.6,616,264,11.0,0,0.126,1
15.0,608,380,0.5,0,0.887,0
52.8,547,247,3.2,0,0.164,1
41.7,630,262,2.8,0,0.22,1
64.5,762,194,2.6,0,0.105,1
65.3,668,307,2.2,1,0.165,0
39.4,723,298,1.4,0,0.265,1
39.3,811,359,1.1,0,0.32,1
52.6,692,196,6.1,0,0.13,1
35.3,623,210,15.1,0,0.208,1
73.5,710,347,4.3,0,0.165,1
46.9,624,288,2.1,0,0.215,1
15.0,627,160,1.0,0,0.373,0
46.8,541,404,10.6,0,0.302,1
32.2,749,73,21.3,0,0.079,1
19.1,637,346,2.6,0,0.634,0
27.8,685,121,2.1,1,0.152,0
57.4,582,467,5.5,0,0.285,1
84.2,707,90,9.0,1,0.037,0
61.9,605,387,3.6,0,0.219,1
41.7,658,251,6.0,0,0.211,1
65.0,745,220,7.6,0,0.118,1
44.9,737,280,19.4,0,0.218,1
39.7,668,330,1.1,0,0.291,1
29.6,520,161,35.0,0,0.19,1
16.5,850,170,3.0,0,0.361,1
46.4,818,331,7.7,0,0.25,1
58.5,731,72,5.1,1,0.043,0
52.9,606,196,4.0,1,0.13,0
45.8,660,594,7.2,0,0.454,1
34.2,624,154,3.0,0,0.158,1
68.4,777,386,0.8,0,0.198,1
26.0,692,196,4.0,0,0.264,1
72.1,603,316,4.4,0,0.153,1
33.0,630,332,1.4,0,0.352,1
38.4,765,384,16.5,1,0.35,0
22.7,806,238,1.5,0,0.367,1
44.0,800,479,3.2,0,0.381,1
76.5,734,195,1.0,0,0.089,1
66.3,649,286,4.6,0,0.151,1
76.5,394,287,2.2,0,0.131,1
66.5,695,137,4.0,0,0.072,1
30.7,670,229,1.5,0,0.261,1
47.7,682,278,0.3,1,0.204,0
37.8,675,212,9.1,0,0.196,1
84.3,557,529,6.1,0,0.22,1
28.7,717,168,2.5,1,0.205,0
74.7,724,390,0.3,0,0.183,1
74.6,728,354,12.0,0,0.166,1
95.3,750,258,1.1,0,0.095,1
46.0,721,165,16.0,1,0.126,0
70.7,635,175,3.9,0,0.087,1
105.2,664,203,2.5,0,0.068,1
41.4,678,64,8.1,0,0.054,1
21.2,679,150,12.6,0,0.248,1
15.0,755,97,2.8,0,0.226,1
70.7,725,408,3.1,0,0.202,1
15.0,847,328,3.4,1,0.765,0
46.8,850,346,15.3,0,0.259,1
64.6,677,325,7.1,1,0.176,0
59.1,344,278,1.7,0,0.165,0
64.4,775,421,1.2,0,0.229,1
59.9,624,193,1.6,1,0.113,0
83.1,602,272,1.8,0,0.115,1
34.0,636,342,1.6,0,0.352,1
40.1,632,115,6.4,0,0.1,1
38.0,722,601,0.7,0,0.554,1
73.3,537,263,2.9,0,0.126,1
74.8,578,276,5.9,0,0.129,1
64.9,699,398,2.1,0,0.215,1
81.0,723,361,0.4,0,0.156,1
29.1,725,264,0.5,0,0.318,1
91.7,603,274,0.8,0,0.105,1
88.5,587,95,10.8,0,0.038,1
71.2,627,199,6.4,0,0.098,1
94.2,690,317,0.4,0,0.118,1
18.6,796,309,3.0,1,0.581,0
43.5,496,394,2.0,0,0.317,0
38.8,651,247,5.2,0,0.223,1
70.9,557,107,4.4,0,0.053,1
31.9,530,376,3.9,0,0.413,0
71.7,752,418,2.3,0,0.204,1
85.2,716,359,0.9,0,0.147,1
70.3,708,242,8.1,0,0.12,1
61.2,748,375,12.7,0,0.214,1
33.3,629,637,17.3,0,0.67,1
36.4,633,273,0.4,0,0.263,1
82.5,850,116,8.1,0,0.049,1
72.1,649,196,7.8,0,0.095,1
54.1,732,329,17.6,1,0.213,0
45.8,671,83,1.7,0,0.063,1
15.0,513,279,8.1,0,0.651,0
31.4,496,302,0.3,0,0.337,0
97.1,621,429,6.0,0,0.155,1
26.8,760,404,2.6,0,0.528,1
59.2,737,355,8.8,0,0.21,1
77.2,748,40,11.9,0,0.018,1
27.4,586,361,2.7,0,0.461,0
59.1,807,338,4.5,0,0.2,1
75.6,588,288,0.7,1,0.133,0
55.3,688,70,3.2,0,0.044,1
118.1,669,175,2.7,0,0.052,1
18.3,655,132,1.2,0,0.252,1
78.3,784,40,13.5,0,0.018,1
51.2,610,260,1.0,0,0.178,1
72.0,555,172,6.1,0,0.084,1
64.7,672,549,13.3,1,0.297,0
38.9,636,241,14.6,0,0.217,1
60.0,850,402,9.5,0,0.235,1
15.0,728,87,1.2,0,0.203,1
68.3,635,202,10.2,0,0.104,1
61.6,580,271,1.9,1,0.154,0
69.1,510,160,15.3,0,0.081,1
78.3,583,214,7.4,1,0.096,0
63.1,680,236,9.2,0,0.131,1
58.3,791,234,0.5,0,0.14,1
35.6,765,464,5.2,1,0.456,0
39.3,689,302,10.3,0,0.269,1
81.1,643,313,11.9,0,0.135,1
86.6,693,319,0.2,0,0.129,1
49.8,626,327,16.8,0,0.23,1
56.0,816,251,0.3,0,0.157,1
35.1,654,225,5.7,0,0.224,1
80.8,663,278,7.1,0,0.12,1
69.6,482,387,0.7,0,0.195,1
97.7,653,384,0.3,1,0.138,0
35.7,741,234,9.2,0,0.229,1
46.7,579,344,2.9,0,0.258,1
60.1,606,239,0.7,0,0.139,1
69.2,737,264,8.6,0,0.134,1
50.3,544,208,11.3,0,0.145,1
35.8,760,240,5.3,0,0.235,1
74.4,625,408,1.1,0,0.192,1
70.9,637,270,0.1,0,0.133,1
34.8,574,275,7.2,0,0.277,1
84.8,702,101,4.8,0,0.042,1
80.7,850,226,6.3,0,0.098,1
58.0,736,233,10.1,0,0.141,1
56.8,597,169,3.4,0,0.104,1
67.2,767,262,0.8,0,0.136,1
36.0,643,213,16.9,0,0.207,1
55.7,787,269,4.7,0,0.169,1
15.0,739,273,5.7,1,0.637,0
74.3,420,155,16.3,0,0.073,1
20.6,585,216,16.1,0,0.367,1
88.1,750,269,5.1,0,0.107,1
47.7,683,390,2.1,0,0.286,1
50.3,583,288,35.0,0,0.2,1
41.2,616,187,6.9,1,0.159,0
48.7,508,304,3.1,0,0.218,1
86.2,662,448,4.9,0,0.182,1
15.0,850,361,3.2,0,0.842,1
83.1,738,320,13.2,0,0.135,1
62.4,850,340,4.0,0,0.191,1
28.4,745,418,10.4,0,0.515,1
31.3,757,378,11.0,1,0.423,0
91.9,838,322,10.4,0,0.123,1
34.2,702,378,7.7,0,0.387,1
29.6,654,141,11.6,0,0.167,1
80.0,758,95,2.9,0,0.042,1
62.4,794,277,0.7,0,0.155,1
34.4,629,268,11.1,0,0.273,1
59.8,609,200,4.1,1,0.117,0
32.4,682,351,0.8,0,0.379,1
79.2,741,55,0.7,0,0.024,1
78.4,738,201,1.0,0,0.09,1
66.7,549,207,8.3,0,0.109,1
63.0,832,80,7.4,0,0.044,1
93.7,616,424,1.4,0,0.158,1
55.0,647,110,11.3,0,0.07,1
29.0,593,195,2.0,0,0.235,0
64.9,850,360,9.4,0,0.194,1
100.9,691,331,4.0,1,0.115,0
32.7,598,138,7.9,0,0.148,1
47.0,743,335,2.9,1,0.249,0
64.2,735,292,2.6,1,0.159,0
53.8,654,517,11.0,1,0.336,0
33.4,741,304,0.2,1,0.319,0
79.7,600,244,22.1,1,0.107,0
106.0,628,166,6.3,0,0.055,1
59.3,499,178,3.4,0,0.105,1
35.1,557,169,5.9,0,0.169,1
20.9,824,411,0.8,0,0.688,1
60.7,810,262,4.3,0,0.151,1
79.3,676,322,25.2,0,0.142,1
65.5,811,427,1.6,0,0.228,1
54.9,656,40,7.7,1,0.026,0
42.0,649,401,3.4,0,0.334,1
31.0,675,266,6.3,0,0.3,1
73.4,659,308,1.4,0,0.147,1
75.1,652,169,3.8,0,0.079,1
21.0,767,177,23.5,0,0.295,1
90.0,683,314,1.3,1,0.122,0
67.6,731,522,6.1,0,0.27,1
85.8,758,370,5.1,0,0.151,1
25.5,703,399,5.0,0,0.548,1
25.0,588,239,5.7,0,0.335,0
51.7,555,194,4.2,0,0.131,1
66.1,683,174,0.1,0,0.092,1
94.5,655,206,13.8,1,0.076,0
70.5,677,40,10.5,0,0.02,1
49.7,669,180,1.1,0,0.127,1
32.4,850,198,3.2,1,0.214,0
82.1,557,241,8.8,1,0.103,0
33.8,501,274,23.5,0,0.284,1
90.8,698,300,18.1,0,0.116,1
48.7,638,258,13.8,0,0.185,1
90.0,697,196,1.0,0,0.076,1
69.9,720,44,14.8,0,0.022,1
52.0,779,197,12.6,0,0.133,1
43.6,542,153,2.8,0,0.123,1
47.5,623,311,3.0,0,0.229,1
64.4,706,360,3.7,0,0.196,1
56.7,735,363,6.4,1,0.224,0
41.9,850,343,1.8,0,0.287,1
51.4,751,245,0.1,0,0.167,1
56.7,665,203,0.9,0,0.125,1
15.0,594,178,3.5,0,0.415,0
65.1,622,94,2.0,0,0.051,1
33.4,620,369,8.7,0,0.387,1
29.6,726,241,0.7,0,0.285,1
17.9,692,123,15.0,0,0.241,1
15.5,557,169,13.5,0,0.382,0
25.2,633,165,14.4,0,0.229,1
39.4,745,265,8.1,0,0.235,1
98.0,700,377,0.7,0,0.135,1
43.4,718,222,3.5,0,0.179,1
58.9,703,40,0.8,0,0.024,1
63.8,808,239,26.4,0,0.131,1
57.9,690,243,2.4,0,0.147,1
53.3,637,235,5.3,0,0.154,1
28.7,592,191,9.1,0,0.233,1
86.9,691,284,15.2,0,0.114,1
94.8,463,267,8.5,0,0.099,1
18.0,654,257,6.7,1,0.5,0
32.5,653,305,3.8,0,0.328,1
48.8,554,213,5.6,0,0.153,1
33.8,591,206,0.6,1,0.213,0
66.1,739,412,12.9,0,0.218,1
39.0,690,322,4.7,0,0.289,1
102.6,679,351,0.2,0,0.12,1
81.2,696,395,15.1,0,0.17,1
59.7,678,318,4.0,0,0.186,1
77.6,776,362,12.2,0,0.163,1
79.3,680,86,11.7,0,0.038,1
42.6,546,282,10.1,0,0.232,1
37.0,809,240,0.4,0,0.227,1
56.7,701,445,1.7,0,0.275,1
74.0,620,362,12.5,0,0.171,1
58.1,563,191,13.8,0,0.115,1
20.3,704,301,3.7,0,0.519,0
37.3,660,278,3.5,0,0.261,1
53.4,804,310,1.2,0,0.203,1
53.3,641,148,20.7,0,0.097,1
98.4,599,300,1.4,1,0.107,0
24.5,746,235,1.3,0,0.336,1
66.1,749,291,6.5,0,0.154,1
87.8,684,180,1.7,0,0.072,1
105.0,727,196,16.8,0,0.065,1
46.1,667,389,0.1,0,0.295,1
65.8,690,144,0.0,0,0.077,1
67.5,769,152,4.2,0,0.079,1
59.3,723,254,4.0,0,0.15,1
52.8,656,175,1.1,1,0.116,0
64.6,785,163,4.1,0,0.088,1
15.0,469,272,3.2,0,0.635,0
70.0,844,94,13.3,0,0.047,1
57.8,525,149,0.1,1,0.09,0
50.1,617,486,22.4,0,0.34,1
100.0,667,311,5.9,0,0.109,1
40.2,658,178,1.0,1,0.155,0
46.1,756,306,0.3,0,0.232,1
98.8,580,322,4.6,0,0.114,1
36.7,692,369,1.6,0,0.352,1
42.9,621,246,2.2,0,0.201,1
51.8,695,367,1.7,1,0.248,0
73.5,664,40,6.3,0,0.019,1
59.6,678,144,4.8,0,0.085,1
26.6,623,278,0.5,0,0.366,0
43.3,627,296,4.5,0,0.239,1
41.6,694,160,9.4,0,0.135,1
53.3,750,289,0.5,0,0.19,1
64.4,619,191,13.2,0,0.104,1
64.2,596,230,5.2,0,0.125,1
15.9,722,373,18.0,0,0.821,1
78.4,667,360,1.0,0,0.161,1
60.6,741,150,30.3,0,0.087,1
85.5,593,144,6.2,0,0.059,1
64.8,519,215,5.0,0,0.116,1
79.2,625,257,4.3,1,0.114,0
65.3,605,188,0.1,0,0.101,1
84.6,663,374,16.8,0,0.155,1
66.5,616,298,6.2,0,0.157,1
52.8,733,305,0.6,0,0.202,1
105.0,646,121,0.1,0,0.04,1
74.6,683,388,0.3,0,0.182,1
67.6,683,40,5.6,0,0.021,1
26.9,687,352,5.7,0,0.458,1
26.7,668,363,4.2,0,0.476,1
61.4,713,212,2.2,0,0.121,1
58.2,602,400,4.6,0,0.241,1
41.5,789,253,4.4,0,0.213,1
58.1,650,267,0.1,0,0.161,1
89.9,559,297,2.0,0,0.116,1
70.3,686,611,0.3,0,0.304,1
29.9,598,408,13.8,0,0.478,1
52.5,727,337,7.8,0,0.225,1
37.3,850,160,33.3,0,0.15,1
46.5,603,276,2.2,0,0.208,1
45.9,698,171,12.6,0,0.13,1
44.5,521,350,5.5,0,0.275,1
27.4,709,275,3.6,0,0.351,1
52.2,595,136,1.5,1,0.091,0
42.7,617,269,8.0,0,0.22,1
15.0,576,167,14.1,0,0.39,0
100.2,732,277,1.6,0,0.097,1
79.0,756,166,1.2,1,0.074,0
46.7,672,263,7.1,0,0.197,1
55.4,597,343,22.6,0,0.217,1
29.2,805,254,8.3,0,0.304,1
92.3,606,217,2.0,0,0.082,1
96.7,486,282,3.3,0,0.102,1
58.4,709,337,2.9,0,0.202,1
77.5,576,138,11.5,0,0.062,1
58.9,754,289,8.9,0,0.172,1
25.6,638,405,5.3,0,0.554,0
45.9,721,323,1.9,0,0.246,1
57.9,789,266,16.7,0,0.161,1
45.0,567,330,6.4,0,0.257,1
50.2,622,310,21.1,0,0.216,1
53.0,664,343,5.2,0,0.227,1
53.2,801,40,10.3,0,0.026,1
56.1,614,89,10.1,0,0.056,1
31.7,619,371,2.5,0,0.41,0
39.2,711,94,19.9,0,0.084,1
26.7,621,304,0.1,0,0.399,0
76.5,683,221,8.8,0,0.101,1
15.0,538,150,20.2,0,0.35,0
80.4,850,298,2.5,0,0.13,1
85.5,555,282,6.3,0,0.115,1
48.4,643,492,5.0,0,0.356,1
15.0,667,191,8.6,1,0.446,0
47.1,833,418,12.1,0,0.311,1
53.6,557,299,5.5,0,0.195,1
32.8,839,187,10.2,0,0.2,1
43.7,734,348,2.2,0,0.279,1
88.7,705,322,1.6,0,0.127,1
69.6,586,264,3.4,0,0.133,1
34.7,719,289,6.8,0,0.291,1
19.9,609,194,1.2,0,0.341,0
47.8,778,169,6.8,0,0.124,1
50.3,587,344,3.0,0,0.239,1
